NK_Codetable_Pest,NK_Codetable_Pest_additionalTextPrimaryKey,NK_Indication,NK_Pest,NK_PestParent,PestType
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,206827E5-BD7F-46B6-AD7A-0117823B11CD,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,24CC08AC-9710-4E20-83E0-97CCC67F6F09,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,285C4F55-411F-46C3-84D8-4388E291F2CE,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,29D6CA05-D828-437C-B9FD-50C555C573CA,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,29E509C6-61EA-47C1-80A1-8FEFFEDF06E5,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,2A261301-231B-4061-898F-F85B3272C9E0,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,2BCB94BA-D62C-4A30-B879-A302D287B313,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,2F4413D3-15ED-494A-9B2C-06FCFB5EBF25,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,315C8977-52DC-4385-AA92-63E1BEACEF5B,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,3182B53A-DE7B-401F-A6F3-6D3B7731ABD6,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,3310BABC-A527-4471-A46B-2BFA2D68F966,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,335DC2F1-8128-4858-92DC-1142BE8EE326,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,342B1664-C12F-4286-AB61-7F3EB8088C86,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,34E58DAC-8132-41D0-8E43-430C8AA22530,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,3728248A-67F7-48B8-93B2-629A3CE61D2E,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,3771DA13-1D79-4C36-B9E0-89FFC5B46DE5,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,3C3A1E3E-98EA-45D8-9544-44295E5BF28D,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,3CF89334-D8A8-4D9F-85B6-4F4DEE2B0C20,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,3FA63C92-6621-4E9B-AFE2-A2B83124F484,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,41F24AA6-0B1E-46B3-95A3-3ABF45237A8B,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,4353433B-2340-47C3-8F0B-3FF48ABE51C9,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,469EAA28-4CA6-4918-B9A3-E93D57CDCD1D,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,4810BFD8-F10A-4E4F-AA52-FBF34DE34517,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,49F79C4C-E6E6-43D2-A4ED-0B2AF68CD45E,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,4A94445C-4EBA-46F3-AAD9-EF28AADE7C3E,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,4B868400-C35B-47EC-A41C-728A03F284A1,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,4D06F45A-4147-4ED8-B9D3-B58448DC5E19,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,4D39C042-C4ED-4D7A-9313-9E114A47D8CC,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,5295778D-1CF3-4B92-A7A9-EF76086FE4B8,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,5406A340-AED2-42EB-9396-EBED2D770E46,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,5481CAF7-A8AD-4714-B959-E55C6B6D80D7,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,553274C6-84C9-4C12-8150-63F6F030C03A,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,55DF10DC-55F3-4AE8-BA6A-307A8BB89D15,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,58F153F2-D4E3-462E-929D-F3C147C52268,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,5A042F90-0FC7-4C7F-AAB1-AAC73653A836,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,5A7E5FEF-4A47-4CFA-869D-9DF2A9502968,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,5FB78131-8ADC-4E69-9156-B21FA1EE7964,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,60EF3835-DF09-4EB2-95A9-8654A777859B,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,60F7EE55-2702-40E4-84A5-5D852C5B5AF5,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,61BC9D48-2942-4223-B8D0-B66152CAF654,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,6764697F-D5DD-477D-8FDA-5574ED63C076,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,67B6621D-5BF7-4607-BBD3-149E8CFB501A,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,6C25536B-602D-42F0-BAF9-9B5AAA1EBEA7,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,6EE61D92-2246-461C-93DF-7B2ADD1FF089,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,6FB9B360-8F89-4E5D-AEBB-75C3432CC65B,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,7427F6C1-8F5F-4D86-B063-3B2E5C713159,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,7461D724-A5AC-4C62-B3B0-546A5F630FFF,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,756B3D25-9B8A-4399-B786-1D3AEBB63692,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,7A032C68-CEDC-411A-835B-EE92A61AAC6B,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,7A923EA3-9C45-4EAF-80DF-EADF4E8319C5,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,7AACAFFC-EDFB-4102-938A-181603F7322E,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,7BEF8E2B-CE39-49CF-A9DD-D07A8235C11A,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,812250FE-0823-4798-AC6F-C6AD5CAFF239,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,81F2C2AD-7F09-4C30-9787-DC7E9AE6C593,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,87CDF461-29E0-4CE6-8656-92FF8F3311EE,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,88D0B122-09B3-4A6D-8A44-8D1A07AB47EF,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,89F4BD31-5C07-4829-86B5-4468BC50BC0A,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,8D37094A-3E84-48CB-B86E-0FC0871ECDDC,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,8F71B546-FC1B-4443-8940-FD2BB3CAF0B3,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,947A5722-78E4-45A7-A43F-25B4800114AE,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,9622ECB7-A274-45CA-9FF2-D6C417EAF25D,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,99850D3F-E0CF-4FD7-91CA-5C95F4118EBE,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,9EA89137-D34A-49C8-A349-67936C2708BF,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,9FB3FF5A-1F01-47A5-BF23-5ED3659EBD59,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,A2C51367-8CF7-420B-A851-090CCBB2F379,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,A2FB60D3-8E0C-4BFC-AE1B-B59864C54A72,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,A5189AB6-96C0-4A9D-882F-B0356C53D796,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,A65F76C1-B2FD-458C-A67F-451EE40AC2BF,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,A8144A5F-9ADF-4686-A375-5F835534B8F7,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,A8901B1B-D290-4BA1-94E0-F32D7BC126B8,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,A8FA3A48-CA00-4362-8F8A-041D4C0ACD30,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,A98A494E-6AB3-4FA0-8051-138BF3A95EEF,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,AA074FF0-9408-473F-AA33-AD4A8FB5299F,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,AA658FB6-9CED-4BFC-896C-B4BC9B780F69,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,AB124E37-83DB-4D3B-B6E3-B2D8488AB168,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,AD265B96-E5A8-4607-A980-E3532B930102,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,ADA5F7F7-743E-4489-82A7-9522DD258A0C,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,AE9E3F5E-236D-4FD7-874D-E3893ED06664,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,AFFE0210-1845-4983-B99C-7E964439356A,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,B0D2DB30-CB03-4129-B169-87C8C937A3CA,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,B1722BF9-A981-45F3-B79D-2D714EE8A1F1,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,B1945D3B-01C1-4B7B-94D7-FD8DEA96F377,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,B2DAAB5C-B47B-49F6-A967-9C5F30733306,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,B8A4FF6F-A205-4AF2-ABEE-6B55CC32DD69,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,BB99E1C6-1300-4C58-B76E-0AFE35068AC9,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,BC955862-6333-42D6-8209-5493C4644F5C,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,BDE2825E-B2CA-414E-A6B9-39A546F279A1,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,BFE1AABB-9AEE-4BD6-9D04-351E57BEFB23,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,C5B3F804-113A-411D-93DF-6831F24514D5,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,C8247752-F817-45CB-86A2-5499BEDACCB0,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,CA91F46B-4158-4E84-A9EF-57AC6AAD7B53,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,CB8729BD-F58C-4170-B604-FC7A7B130BCB,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,CB9E6019-5359-4D39-846A-32F3C2F03334,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,CED0809F-87B5-45CC-AEFE-F69E70E0597D,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,CFDEB067-A069-4AF2-96B7-D0AB1BF1FC05,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,D7659469-F938-47BB-8F1F-A18F3DADFEC7,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,D86F2C4E-54F3-4B0E-98E8-7EA888268C9A,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,DA503105-7609-4F86-ACBD-D7DD31C69896,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,DA534898-3C89-40C6-9CA1-632C395EC018,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,DB15A46E-8913-469B-A478-96697871567A,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,DBE62443-0B7D-4521-AA73-2F3A00005AA3,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,E1D9B305-C486-4B8E-8336-02046F57456D,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,E21B7BF5-B2A6-4B69-B193-B756B9542FB6,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,E247AA5E-DCCC-4A2A-AC63-E686134ABFC3,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,E2D11E5B-A916-425F-AD5D-385307627F8E,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,E4CF8E25-1F13-442E-9556-215FD87DE264,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_PARTIAL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,E851AB6F-EBF2-4254-83BE-2F4EADA3130D,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
0251FEEA-4E71-4881-8B0A-09874F39277A,NULL,ED47C765-64DF-4E08-B2DF-F332A396E044,6C1FE172-CFE6-4E82-B394-4F99A6F8992A,NULL,PEST_FULL_EFFECT
